Cycles,State,Altitude,Heading,Yaw,Pitch,Roll,ServoEnable,CommandedYaw,CommandedPitch,CurrentLat,CurrentLon,TargetHeading
Init Status: 0  (0 is good)
Operation mode is 12, should be 12
Write status: 0  (0 is good)
IMU Initialized
4350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, MS5607: 97958, 2726, 0, 642, 25922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4373, 0, -1, -1, 3365, 3563, -14944, -4593, -44, -94, 11, 201, 495, -731, 100, 139, 85, 160, -308, 129, 0, 0, 0, 0, MS5607: 97958, 2726, 0, 600, 22922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4404, 0, -1, -1, 3374, 3555, -14948, -4580, -21, -61, 24, 227, 525, -719, 6, 43, 52, 160, -308, 129, 0, 0, 0, 0, MS5607: 97926, 2716, 2, 600, 22922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4435, 0, -1, -1, 3383, 3555, -14943, -4588, -40, -80, 105, 209, 508, -637, -61, 56, -3, 126, -296, 104, 0, 0, 0, 0, MS5607: 97926, 2716, 2, 600, 22922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4462, 0, -1, -1, 3419, 3555, -14936, -4584, -45, -77, 128, 208, 511, -613, 7, 173, 62, 126, -296, 104, 0, 0, 0, 0, MS5607: 97926, 2716, 2, 642, 25922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4490, 1, -1, -1, 3467, 3551, -14935, -4557, -52, -84, 125, 211, 500, -629, 70, 177, 99, 144, -305, 123, 0, 0, 0, 0, MS5607: 97953, 2721, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4516, 1, -1, -2, 3490, 3546, -14938, -4533, -35, -84, 111, 227, 500, -629, 99, 121, 90, 144, -305, 123, 0, 0, 0, 0, MS5607: 97953, 2721, 0, 642, 25922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4543, 1, -1, -2, 3504, 3541, -14945, -4502, -27, -85, 90, 238, 498, -653, 101, 43, 45, 115, -297, 113, 0, 0, 0, 0, MS5607: 97953, 2721, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4570, 2, -1, -2, 3506, 3541, -14952, -4478, -20, -101, 86, 247, 478, -657, 135, 29, 35, 115, -297, 113, 0, 0, 0, 0, MS5607: 97956, 2725, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4596, 3, -1, -3, 3518, 3543, -14965, -4423, -17, -91, 96, 247, 477, -654, 199, 96, 57, 131, -307, 112, 0, 0, 0, 0, MS5607: 97956, 2725, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4622, 3, -1, -4, 3536, 3544, -14974, -4375, -7, -106, 74, 265, 463, -675, 224, 145, 86, 131, -307, 112, 0, 0, 0, 0, MS5607: 97956, 2725, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4649, 0, -1, -1, 3560, 3546, -14985, -4317, -7, -64, 35, 270, 500, -716, 146, 83, 28, 137, -289, 128, 0, 0, 0, 0, MS5607: 97954, 2728, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4675, 0, -1, -1, 3560, 3551, -14987, -4305, -28, -88, 54, 249, 475, -698, 59, 9, -16, 137, -289, 128, 0, 0, 0, 0, MS5607: 97954, 2728, 0, 600, 22922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4702, 0, -1, -1, 3554, 3555, -14992, -4289, -23, -94, 49, 247, 482, -691, 55, -9, 1, 126, -296, 128, 0, 0, 0, 0, MS5607: 97954, 2728, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4728, 0, -1, -1, 3550, 3557, -14997, -4273, -40, -89, 76, 237, 471, -678, 69, 16, 12, 126, -296, 128, 0, 0, 0, 0, MS5607: 97954, 2730, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4755, 0, -1, -1, 3554, 3562, -15002, -4251, -35, -77, 92, 241, 482, -677, 82, 40, 9, 132, -284, 123, 0, 0, 0, 0, MS5607: 97954, 2730, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4781, 1, -1, -1, 3558, 3565, -15004, -4236, -45, -80, 98, 234, 476, -658, 75, 42, 16, 132, -284, 123, 0, 0, 0, 0, MS5607: 97954, 2730, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4808, 1, -1, -2, 3565, 3567, -15008, -4215, -41, -72, 103, 237, 471, -678, 69, 38, 17, 137, -283, 136, 0, 0, 0, 0, MS5607: 97954, 2731, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4834, 2, -1, -2, 3567, 3568, -15012, -4197, -41, -84, 67, 240, 469, -691, 84, 43, 31, 137, -283, 136, 0, 0, 0, 0, MS5607: 97954, 2731, 0, 621, 23922008, 0.000000, 0.000000, 159195320000000000000000000000000000000.000000
4861, 2, -1, -3, 3578, 3568, -15017, -4169, -29, -67, 59, 256, 490, -705, 88, 62, 37, 110, -291, 118, 0, 0, 0, 0, MS5607: 97954, 2731, 0, 642, 2573168, 0.000000, 0.000000, 0.000000
4884, 3, -1, -3, 3585, 3572, -15018, -4155, -56, -61, 52, 228, 488, -708, 49, 72, -6, 110, -291, 118, 0, 0, 0, 0, MS5607: 97957, 2732, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
4906, 3, -1, -3, 3588, 3577, -15019, -4148, -53, -63, 55, 231, 485, -705, 19, 45, 3, 126, -300, 145, 0, 0, 0, 0, MS5607: 97957, 2732, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
4931, 4, -1, -4, 3581, 3578, -15021, -4146, -38, -59, 52, 245, 489, -709, -5, -30, 8, 126, -300, 145, 0, 0, 0, 0, MS5607: 97957, 2732, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
4954, 4, -1, -4, 3565, 3574, -15024, -4151, -37, -59, 70, 245, 489, -691, -16, -101, -7, 134, -291, 137, 0, 0, 0, 0, MS5607: 97958, 2734, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
4978, 5, -1, -5, 3530, 3568, -15032, -4157, -35, -73, 69, 251, 475, -686, 18, -149, -12, 134, -291, 137, 0, 0, 0, 0, MS5607: 97958, 2734, 0, 600, 2273168, 0.000000, 0.000000, 0.000000
5000, 6, -1, -5, 3508, 3567, -15038, -4155, -9, -60, 77, 267, 487, -687, 37, -113, -26, 116, -284, 131, 0, 0, 0, 0, MS5607: 97958, 2734, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
5023, 7, -2, -6, 3496, 3573, -15039, -4157, -15, -55, 79, 260, 492, -685, 2, -42, -70, 116, -284, 131, 0, 0, 0, 0, MS5607: 97955, 2735, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
5045, 7, -2, -7, 3498, 3584, -15034, -4162, -45, -69, 109, 229, 478, -655, -20, 41, -61, 116, -284, 131, 0, 0, 0, 0, MS5607: 97955, 2735, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
5072, 9, -2, -7, 3516, 3590, -15031, -4153, -48, -87, 103, 227, 461, -661, 14, 85, 1, 116, -300, 158, 0, 0, 0, 0, MS5607: 97955, 2735, 0, 600, 2273168, 0.000000, 0.000000, 0.000000
5095, 9, -2, -8, 3522, 3586, -15035, -4139, -35, -71, 82, 242, 475, -682, 62, 20, 50, 116, -300, 158, 0, 0, 0, 0, MS5607: 97953, 2736, 0, 621, 2373168, 0.000000, 0.000000, 0.000000
