Cycles,State,Altitude,Heading,Yaw,Pitch,Roll,ServoEnable,CommandedYaw,CommandedPitch,CurrentLat,CurrentLon,TargetHeading
Init Status: 0  (0 is good)
Operation mode is 12, should be 12
Write status: 0  (0 is good)
IMU Initialized
4349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, MS5607: 100029, 1790, 0, 791, 38922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4371, -1, 0, 0, 7429, 8580, 11816, -158, 92, -49, 108, -558, 402, -469, 140, -113, 101, 785, 420, -33, 0, 0, 0, 0, MS5607: 100029, 1790, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4401, -1, 0, 0, 7423, 8612, 11796, -179, 87, -33, 98, -564, 418, -479, 109, -19, 70, 785, 420, -33, 0, 0, 0, 0, MS5607: 100002, 1780, 2, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4427, -1, 0, 0, 7411, 8621, 11797, -183, 83, -31, 103, -566, 419, -475, 67, 52, 10, 784, 420, -33, 0, 0, 0, 0, MS5607: 100002, 1780, 2, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4455, -1, 0, 0, 7393, 8622, 11807, -181, 91, -51, 69, -562, 396, -516, 24, 68, -18, 784, 420, -33, 0, 0, 0, 0, MS5607: 100002, 1780, 2, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4481, -2, 0, 0, 7385, 8626, 11809, -177, 74, -45, 58, -573, 405, -523, 16, 54, 42, 774, 430, -40, 0, 0, 0, 0, MS5607: 100025, 1787, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4508, -2, 1, 0, 7381, 8643, 11800, -164, 68, -26, 40, -582, 428, -539, -9, 5, 94, 774, 430, -40, 0, 0, 0, 0, MS5607: 100025, 1787, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4534, -2, 1, 0, 7386, 8651, 11791, -155, 72, -22, 55, -573, 431, -526, -36, -24, 66, 777, 428, -49, 0, 0, 0, 0, MS5607: 100025, 1787, 0, 775, 36922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4561, -3, 2, 0, 7396, 8650, 11785, -145, 71, -22, 33, -567, 428, -537, -42, -38, -17, 777, 428, -49, 0, 0, 0, 0, MS5607: 100026, 1791, 0, 775, 36922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4587, -3, 2, 0, 7404, 8641, 11786, -149, 85, -41, 59, -561, 413, -520, -20, -59, -75, 788, 422, -24, 0, 0, 0, 0, MS5607: 100026, 1791, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4615, -4, 3, 0, 7414, 8626, 11790, -176, 98, -60, 60, -548, 385, -508, 52, -79, -103, 788, 422, -24, 0, 0, 0, 0, MS5607: 100026, 1791, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4641, -1, 0, 0, 7415, 8620, 11795, -199, 106, -63, 90, -545, 386, -487, 81, -49, -102, 788, 417, -35, 0, 0, 0, 0, MS5607: 100025, 1794, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4668, -1, 0, 0, 7405, 8610, 11808, -224, 99, -60, 84, -552, 385, -489, 57, 21, -92, 788, 417, -35, 0, 0, 0, 0, MS5607: 100025, 1794, 0, 775, 36922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4694, -1, 0, 0, 7398, 8600, 11819, -230, 101, -67, 92, -552, 377, -487, 10, 33, -91, 782, 428, -41, 0, 0, 0, 0, MS5607: 100025, 1794, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4721, -1, 0, 0, 7393, 8589, 11830, -231, 116, -87, 86, -536, 358, -491, -14, 31, -28, 782, 428, -41, 0, 0, 0, 0, MS5607: 100031, 1796, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4747, -2, 0, 0, 7387, 8591, 11833, -226, 104, -69, 85, -548, 374, -495, -2, 52, 21, 777, 428, -35, 0, 0, 0, 0, MS5607: 100031, 1796, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4774, -2, 1, 0, 7374, 8597, 11837, -211, 91, -53, 70, -567, 402, -510, -16, 82, 28, 777, 428, -35, 0, 0, 0, 0, MS5607: 100031, 1796, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4801, -3, 1, 0, 7367, 8595, 11842, -200, 76, -42, 77, -573, 402, -506, -29, 69, -6, 788, 438, -35, 0, 0, 0, 0, MS5607: 100028, 1798, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4828, -3, 2, 1, 7359, 8588, 11853, -192, 82, -52, 61, -565, 391, -513, -10, 51, -39, 788, 438, -35, 0, 0, 0, 0, MS5607: 100028, 1798, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4854, -4, 2, 1, 7350, 8584, 11861, -192, 80, -48, 71, -568, 396, -513, 27, 71, -42, 772, 422, -57, 0, 0, 0, 0, MS5607: 100028, 1798, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4881, -5, 3, 1, 7324, 8578, 11882, -192, 64, -44, 64, -591, 397, -513, 45, 125, -69, 772, 422, -57, 0, 0, 0, 0, MS5607: 100027, 1798, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4907, -5, 3, 2, 7308, 8568, 11899, -194, 56, -51, 79, -591, 388, -510, 33, 104, -107, 795, 422, -33, 0, 0, 0, 0, MS5607: 100027, 1798, 0, 747, 34922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4934, -6, 4, 2, 7293, 8551, 11920, -206, 64, -62, 61, -582, 377, -526, 34, 35, -98, 795, 422, -33, 0, 0, 0, 0, MS5607: 100027, 1798, 0, 775, 36922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4960, -7, 5, 2, 7287, 8545, 11928, -216, 62, -59, 75, -586, 376, -516, 42, 20, -60, 793, 438, -28, 0, 0, 0, 0, MS5607: 100033, 1800, 0, 758, 35922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4988, -8, 5, 3, 7277, 8542, 11936, -228, 62, -57, 71, -582, 373, -509, 45, 18, -34, 793, 438, -28, 0, 0, 0, 0, MS5607: 100033, 1800, 0, 775, 36922024, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
5014, -9, 6, 3, 7274, 8541, 11939, -236, 74, -61, 89, -575, 371, -504, 44, 7, -29, 772, 427, -35, 0, 0, 0, 0, MS5607: 100033, 1800, 0, 758, 3564386, 33.316116, -86.171616, 154.300000
5040, -10, 7, 3, 7268, 8542, 11941, -243, 71, -59, 63, -577, 373, -530, 20, 21, 7, 772, 427, -35, 0, 0, 0, 0, MS5607: 100027, 1800, 0, 758, 3564386, 33.316116, -86.171616, 154.300000
5062, -11, 8, 4, 7263, 8547, 11940, -239, 69, -57, 64, -576, 376, -524, 6, 31, 43, 771, 444, -41, 0, 0, 0, 0, MS5607: 100027, 1800, 0, 775, 3664386, 33.316116, -86.171616, 154.300000
5085, -12, 8, 4, 7262, 8555, 11936, -234, 80, -55, 66, -567, 377, -528, 10, -3, 66, 771, 444, -41, 0, 0, 0, 0, MS5607: 100027, 1800, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
5108, -13, 9, 4, 7263, 8567, 11926, -235, 83, -47, 83, -564, 386, -511, 38, -43, 74, 771, 444, -41, 0, 0, 0, 0, MS5607: 100031, 1801, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
5130, -14, 10, 5, 7265, 8579, 11916, -241, 81, -42, 87, -565, 392, -506, 58, -47, 62, 784, 433, -27, 0, 0, 0, 0, MS5607: 100031, 1801, 0, 758, 3564386, 33.316116, -86.171616, 154.300000
5157, -16, 11, 5, 7263, 8590, 11909, -250, 78, -34, 81, -568, 399, -512, 60, -19, 25, 784, 433, -27, 0, 0, 0, 0, MS5607: 100031, 1801, 0, 758, 3564386, 33.316116, -86.171616, 154.300000
5180, -17, 12, 6, 7258, 8590, 11912, -255, 76, -54, 70, -571, 378, -525, 33, 22, -27, 777, 427, -17, 0, 0, 0, 0, MS5607: 100024, 1802, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
5203, -18, 13, 6, 7254, 8590, 11915, -259, 80, -66, 63, -567, 365, -531, 23, 9, -16, 777, 427, -17, 0, 0, 0, 0, MS5607: 100024, 1802, 0, 758, 3564386, 33.316116, -86.171616, 154.300000
5226, -20, 14, 7, 7252, 8593, 11914, -263, 82, -68, 69, -565, 363, -526, 28, -27, 14, 784, 438, -28, 0, 0, 0, 0, MS5607: 100024, 1802, 0, 775, 3664386, 33.316116, -86.171616, 154.300000
5253, -21, 15, 7, 7253, 8603, 11905, -272, 79, -64, 63, -568, 367, -532, 37, -40, 36, 784, 438, -28, 0, 0, 0, 0, MS5607: 100027, 1803, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
5276, -23, 16, 8, 7251, 8609, 11902, -277, 82, -72, 73, -565, 359, -522, 39, -6, 18, 777, 438, -28, 0, 0, 0, 0, MS5607: 100027, 1803, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
5298, -24, 17, 8, 7244, 8614, 11903, -282, 84, -76, 60, -563, 355, -536, 46, 16, 10, 777, 438, -28, 0, 0, 0, 0, MS5607: 100027, 1803, 0, 747, 3464386, 33.316116, -86.171616, 154.300000
