Operation mode is 6, should be 12
Write status: 0  (0 is good)
IMU Initialized
8Differential Pressure Sensor Initialized
MS5607 Initialized

Initialization Complete!


Cycles,State,Altitude,Heading,Yaw,Pitch,Roll,ServoEnable,CommandedYaw,CommandedPitch,CurrentLat,CurrentLon,TargetHeading
4490, 0, 0, 0, -19194, -8100, -21546, 6812, -18426, -8100, 3031, -18426, -8100, 3031, -17914, -8100, 19415, -17018, -4004, -21545, 0, 0, 0, 0, MS5607: 99070, 2226, 0849, 44499634, 0.000000, 0.000000, 61733820.000000
4516, 0, -6, 14, -19962, -8100, 19414, 6812, -20730, -8100, -5163, -19066, -4004, -21546, -19962, -8100, 19414, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99070, 2226, 0775, 36499634, 0.000000, 0.000000, 61733820.000000
4542, 15, -23, 22, -19194, -8100, -21546, 6812, -19066, -4004, -21546, -18426, -8100, 3031, -19194, -8100, -21546, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99074, 2228, 0823, 41499634, 0.000000, 0.000000, 61733820.000000
4569, 25, -55, 29, -20730, -8100, -5163, 6812, -20730, -8100, -5163, -19962, -8100, 19414, -19962, -8100, 19414, -20602, -4004, -5163, 0, 0, 0, 0, MS5607: 99074, 2228, 0791, 38499634, 0.000000, 0.000000, 61733820.000000
4595, 21, -102, 51, -19962, -8100, 19414, 6812, -21498, -8100, -29739, -19962, -8100, 19414, -19066, -4004, -21546, -19194, -8100, -21546, 0, 0, 0, 0, MS5607: 99074, 2228, 0775, 36499634, 0.000000, 0.000000, 61733820.000000
4622, 1, -158, 85, -22778, -8100, -5164, 6812, -19962, -8100, 19414, -19066, -4004, -21546, -19962, -8100, 19414, -20602, -4004, -5163, 0, 0, 0, 0, MS5607: 99070, 2226, 0823, 41499634, 0.000000, 0.000000, 61733820.000000
4648, -27, -223, 121, -18298, -4004, 3031, 6814, -20602, -4004, -5163, -20730, -8100, -5163, -19834, -4004, 19414, -18426, -8100, 3031, 0, 0, 0, 0, MS5607: 99070, 2226, 0791, 38499634, 0.000000, 0.000000, 61733820.000000
4675, -50, -291, 170, -17914, -8100, 19415, 6812, -16378, -8100, 3032, -16378, -8100, 3032, -17914, -8100, 19415, -17914, -8100, 19415, 0, 0, 0, 0, MS5607: 99070, 2226, 0864, 45499634, 0.000000, 0.000000, 61733820.000000
4702, -56, -367, 214, -17146, -8100, -21545, 6812, -17024, -4004, -21737, -17914, -8100, 19415, -16378, -8100, 3032, -17914, -8100, 19415, 0, 0, 0, 0, MS5607: 99064, 2225, 0864, 45499634, 0.000000, 0.000000, 61733820.000000
4729, -43, -436, 270, -17914, -8100, 19415, 6812, -15610, -8100, 27608, -15482, -4004, 27608, -17914, -8100, 19415, -17786, -4004, 19415, 0, 0, 0, 0, MS5607: 99064, 2225, 0893, 48499634, 0.000000, 0.000000, 61733820.000000
4755, -34, -513, 344, -15610, -8100, 27608, 7068, -17018, -4004, -21545, -17914, -8100, 19415, -16378, -8100, 3032, -15610, -8100, 27608, 0, 0, 0, 0, MS5607: 99064, 2225, 0864, 45499634, 0.000000, 0.000000, 61733820.000000
4782, -31, -604, 432, -17914, -8100, 19415, 6812, -17146, -8100, -21545, -16378, -8100, 3032, -17914, -8100, 19415, -17786, -4004, 19415, 0, 0, 0, 0, MS5607: 99071, 2223, 0864, 4517903, 0.000000, 0.000000, 0.000000
4807, -34, -695, 524, -18426, -8100, 3031, 6812, -18426, -8100, 3031, -17146, -8100, -21545, -17914, -8100, 19415, -17914, -8100, 19415, 0, 0, 0, 0, MS5607: 99071, 2223, 0807, 3917903, 0.000000, 0.000000, 0.000000
4834, -31, -795, 636, -17914, -8100, 19415, 6812, -18426, -8100, 3031, -18426, -8100, 3031, -17786, -4004, 19415, -19194, -8100, -21546, 0, 0, 0, 0, MS5607: 99071, 2223, 0864, 4517903, 0.000000, 0.000000, 0.000000
4860, -36, -904, 757, -19962, -8100, 19414, 6812, -19194, -8100, -21546, -19194, -8100, -21546, -19194, -8100, -21546, -19066, -4004, -21546, 0, 0, 0, 0, MS5607: 99068, 2219, 0823, 4117903, 0.000000, 0.000000, 0.000000
4887, -25, -1030, 879, -19194, -8100, -21546, 6812, -17152, -8100, -21737, -18426, -8100, 3031, -17786, -4004, 19415, -17914, -8100, 19415, 0, 0, 0, 0, MS5607: 99068, 2219, 0807, 3917903, 0.000000, 0.000000, 0.000000
4913, -1, -1147, 1010, -19962, -8100, 19414, 6812, -19962, -8100, 19414, -19962, -8100, 19414, -18426, -8100, 3031, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99068, 2219, 0791, 3817903, 0.000000, 0.000000, 0.000000
4940, 39, -1281, 1142, -19194, -8100, -21546, 6812, -19194, -8100, -21546, -17914, -8100, 19415, 6, -8100, 3008, -17914, -8100, 19415, 0, 0, 0, 0, MS5607: 99065, 2217, 0839, 4317903, 0.000000, 0.000000, 0.000000
4965, 70, -1417, 1261, -20730, -8100, -5163, 6812, -20602, -4004, -5163, -19962, -8100, 19414, -19066, -4004, -21546, -20730, -8100, -5163, 0, 0, 0, 0, MS5607: 99065, 2217, 0791, 3817903, 0.000000, 0.000000, 0.000000
4993, 122, -1584, 1389, -19194, -8100, -21546, 6812, -19194, -8100, -21546, -18426, -8100, 3031, -17914, -8100, 19415, -17018, -4004, -21545, 0, 0, 0, 0, MS5607: 99065, 2217, 0807, 3917903, 0.000000, 0.000000, 0.000000
5019, 174, -1753, 1501, -19194, -8100, -21546, 6812, -20730, -8100, -5163, -19194, -8100, -21546, -20730, -8100, -5163, -20602, -4004, -5163, 0, 0, 0, 0, MS5607: 99068, 2214, 0791, 3817903, 0.000000, 0.000000, 0.000000
5047, 214, -1935, 1632, -19840, -4004, 19222, 670, -19194, -8100, -21546, -17146, -8100, -21545, -19066, -4004, -21546, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99068, 2214, 0823, 4117903, 0.000000, 0.000000, 0.000000
5072, 265, -2105, 1772, -19962, -8100, 19414, 6812, -19962, -8100, 19414, -19962, -8100, 19414, -19194, -8100, -21546, -19834, -4004, 19414, 0, 0, 0, 0, MS5607: 99068, 2214, 0807, 3917903, 0.000000, 0.000000, 0.000000
5100, 311, -2283, 1936, -18302, -4004, 2903, 2718, -17914, -8100, 19415, -18426, -8100, 3031, -18298, -4004, 3031, -19194, -8100, -21546, 0, 0, 0, 0, MS5607: 99067, 2211, 0839, 4317903, 0.000000, 0.000000, 0.000000
5125, 386, -2470, 2091, -21498, -8100, -29739, 6812, -21498, -8100, -29739, -19962, -8100, 19414, -19834, -4004, 19414, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99067, 2211, 0758, 3517903, 0.000000, 0.000000, 0.000000
5153, 464, -2671, 2267, -19962, -8100, 19414, 6812, -20730, -8100, -5163, -19962, -8100, 19414, -18426, -8100, 3031, -19962, -8100, 19414, 0, 0, 0, 0, MS5607: 99067, 2211, 0823, 4117903, 0.000000, 0.000000, 0.000000
5178, 528, -2874, 2427, -17146, -8100, -21545, 6812, -17786, -4004, 19415, -18426, -8100, 3031, -17914, -8100, 19415, -18426, -8100, 3031, 0, 0, 0, 0, MS5607: 99068, 2208, 0823, 4117903, 0.000000, 0.000000, 0.000000
