Cycles,State,Altitude,Heading,Yaw,Pitch,Roll,ServoEnable,CommandedYaw,CommandedPitch,CurrentLat,CurrentLon,TargetHeading
Init Status: 0  (0 is good)
Operation mode is 12, should be 12
Write status: 0  (0 is good)
IMU Initialized
4350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, MS5607: 97953, 2701, 0, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4373, -1, 0, -1, 5557, 11990, 9436, 2182, 22, -80, 96, -170, 559, -621, 196, 842, -714, 412, 116, -6, 0, 0, 0, 0, MS5607: 97953, 2701, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4404, -1, 0, -1, 5478, 11922, 9560, 2211, 13, -23, 18, -176, 608, -707, 201, 639, -595, 412, 116, -6, 0, 0, 0, 0, MS5607: 97926, 2691, 2, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4435, -1, 0, -1, 5383, 11834, 9718, 2228, -8, -71, -13, -198, 552, -746, 187, 480, -565, 395, 115, -4, 0, 0, 0, 0, MS5607: 97926, 2691, 2, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4461, -1, 0, 0, 5296, 11728, 9888, 2252, -1, -162, 8, -191, 453, -730, 105, 589, -657, 395, 115, -4, 0, 0, 0, 0, MS5607: 97926, 2691, 2, 621, 23922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4490, -1, 0, 0, 5210, 11602, 10065, 2320, 23, -133, 26, -164, 479, -715, -37, 697, -591, 360, 97, -20, 0, 0, 0, 0, MS5607: 97956, 2697, 0, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4516, -2, 0, 0, 5162, 11536, 10148, 2392, 124, -114, 48, -56, 497, -695, -138, 648, -336, 360, 97, -20, 0, 0, 0, 0, MS5607: 97956, 2697, 0, 621, 23922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4544, -2, 0, 0, 5111, 11463, 10229, 2505, 195, -155, 104, 14, 463, -656, -166, 536, -248, 360, 99, -41, 0, 0, 0, 0, MS5607: 97956, 2697, 0, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4570, -3, 1, 0, 5067, 11413, 10287, 2585, 134, -47, 91, -30, 568, -652, -142, 718, -154, 360, 99, -41, 0, 0, 0, 0, MS5607: 97953, 2700, 0, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4597, -3, 1, 0, 4867, 11334, 10438, 2710, -224, 142, 223, -145, 543, -533, 509, 1250, -168, 347, 76, -51, 0, 0, 0, 0, MS5607: 97953, 2700, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4623, -4, 2, 0, 4646, 11295, 10558, 2793, -48, -171, 157, -176, 427, -608, 616, 1392, -253, 347, 76, -51, 0, 0, 0, 0, MS5607: 97953, 2700, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4650, -5, 2, 0, 4413, 11210, 10700, 2967, 44, -146, -129, -57, 446, -903, -82, 1196, -325, 320, 59, -62, 0, 0, 0, 0, MS5607: 97956, 2703, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4676, -5, 3, 0, 4354, 11152, 10736, 3140, 97, -53, -4, 11, 547, -774, -603, 926, 114, 320, 59, -62, 0, 0, 0, 0, MS5607: 97956, 2703, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4703, -6, 3, 0, 4360, 11083, 10730, 3386, 32, -135, 219, 13, 503, -585, -623, 561, 44, 270, 65, -40, 0, 0, 0, 0, MS5607: 97956, 2703, 0, 578, 20922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4729, -7, 4, 0, 4347, 11071, 10706, 3516, 69, -160, 266, 14, 466, -486, -449, 590, 367, 270, 65, -40, 0, 0, 0, 0, MS5607: 97955, 2705, 0, 600, 22922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4756, -8, 5, -1, 4278, 11072, 10668, 3706, 15, 89, 251, 28, 746, -526, -323, 545, 279, 254, 43, -49, 0, 0, 0, 0, MS5607: 97955, 2705, 0, 556, 18922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4782, -9, 6, -1, 4278, 11046, 10665, 3793, 110, 70, 32, 82, 711, -709, -395, 317, -21, 254, 43, -49, 0, 0, 0, 0, MS5607: 97955, 2705, 0, 556, 18922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
4809, -10, 7, -1, 4331, 10965, 10694, 3884, 83, -7, 45, 10, 575, -640, -428, 153, -301, 220, 19, -44, 0, 0, 0, 0, MS5607: 97954, 2706, 0, 556, 18922008, 0.000000, 0.000000, 159195490000000000000000000000000000000.000000
